name,last_modified,size
VNP02DNB.A2017211.mosaic.002.2022181124832.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017211.mosaic.002.2022181124832.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017212.mosaic.002.2022181125417.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017212.mosaic.002.2022181125417.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017212.mosaic.002.2022181125417.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017212.mosaic.002.2022181125417.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017212.mosaic.002.2022181125417.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017212.mosaic.002.2022181125417.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017212.mosaic.002.2022181125417.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017213.mosaic.002.2022181124856.sggs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017213.mosaic.002.2022181124856.sggs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017213.mosaic.002.2022181124856.sggscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40837
VNP02DNB.A2017213.mosaic.002.2022181124856.sggscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40839
VNP02DNB.A2017213.mosaic.002.2022181124856.sggscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017213.mosaic.002.2022181124856.sggscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017213.mosaic.002.2022181124856.sggscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017214.mosaic.002.2022181125048.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017214.mosaic.002.2022181125048.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017214.mosaic.002.2022181125048.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017214.mosaic.002.2022181125048.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017214.mosaic.002.2022181125048.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017214.mosaic.002.2022181125048.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017214.mosaic.002.2022181125048.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017215.mosaic.002.2022181124554.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017215.mosaic.002.2022181124554.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017215.mosaic.002.2022181124554.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017215.mosaic.002.2022181124554.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017215.mosaic.002.2022181124554.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017215.mosaic.002.2022181124554.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017215.mosaic.002.2022181124554.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017216.mosaic.002.2022181125201.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017216.mosaic.002.2022181125201.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017216.mosaic.002.2022181125201.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017216.mosaic.002.2022181125201.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017216.mosaic.002.2022181125201.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017216.mosaic.002.2022181125201.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017216.mosaic.002.2022181125201.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017217.mosaic.002.2022181125018.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017217.mosaic.002.2022181125018.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017217.mosaic.002.2022181125018.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017217.mosaic.002.2022181125018.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017217.mosaic.002.2022181125018.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017217.mosaic.002.2022181125018.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017217.mosaic.002.2022181125018.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017218.mosaic.002.2022181125509.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017218.mosaic.002.2022181125509.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017218.mosaic.002.2022181125509.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017218.mosaic.002.2022181125509.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017218.mosaic.002.2022181125509.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017218.mosaic.002.2022181125509.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017218.mosaic.002.2022181125509.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017219.mosaic.002.2022181125324.sggs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017219.mosaic.002.2022181125324.sggs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017219.mosaic.002.2022181125324.sggscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40829
VNP02DNB.A2017219.mosaic.002.2022181125324.sggscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40831
VNP02DNB.A2017219.mosaic.002.2022181125324.sggscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40836
VNP02DNB.A2017219.mosaic.002.2022181125324.sggscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40833
VNP02DNB.A2017219.mosaic.002.2022181125324.sggscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40834
VNP02DNB.A2017220.mosaic.002.2022181125049.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017220.mosaic.002.2022181125049.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017220.mosaic.002.2022181125049.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017220.mosaic.002.2022181125049.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017220.mosaic.002.2022181125049.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017220.mosaic.002.2022181125049.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017220.mosaic.002.2022181125049.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017221.mosaic.002.2022181125548.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017221.mosaic.002.2022181125548.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017221.mosaic.002.2022181125548.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017221.mosaic.002.2022181125548.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017221.mosaic.002.2022181125548.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017221.mosaic.002.2022181125548.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017221.mosaic.002.2022181125548.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017222.mosaic.002.2022181125510.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017222.mosaic.002.2022181125510.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017222.mosaic.002.2022181125510.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017222.mosaic.002.2022181125510.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017222.mosaic.002.2022181125510.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017222.mosaic.002.2022181125510.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017222.mosaic.002.2022181125510.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017223.mosaic.002.2022181125647.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017223.mosaic.002.2022181125647.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017223.mosaic.002.2022181125647.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40840
VNP02DNB.A2017223.mosaic.002.2022181125647.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017223.mosaic.002.2022181125647.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017223.mosaic.002.2022181125647.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017223.mosaic.002.2022181125647.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017224.mosaic.002.2022181125530.sggs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017224.mosaic.002.2022181125530.sggs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017224.mosaic.002.2022181125530.sggscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40838
VNP02DNB.A2017224.mosaic.002.2022181125530.sggscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40840
VNP02DNB.A2017224.mosaic.002.2022181125530.sggscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017224.mosaic.002.2022181125530.sggscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017224.mosaic.002.2022181125530.sggscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017225.mosaic.002.2022181125237.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017225.mosaic.002.2022181125237.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017225.mosaic.002.2022181125237.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017225.mosaic.002.2022181125237.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017225.mosaic.002.2022181125237.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017225.mosaic.002.2022181125237.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017225.mosaic.002.2022181125237.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017226.mosaic.002.2022181125340.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017226.mosaic.002.2022181125340.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017226.mosaic.002.2022181125340.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017226.mosaic.002.2022181125340.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017226.mosaic.002.2022181125340.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017226.mosaic.002.2022181125340.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017226.mosaic.002.2022181125340.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017227.mosaic.002.2022181125233.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017227.mosaic.002.2022181125233.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017227.mosaic.002.2022181125233.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017227.mosaic.002.2022181125233.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017227.mosaic.002.2022181125233.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017227.mosaic.002.2022181125233.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017227.mosaic.002.2022181125233.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017228.mosaic.002.2022181124944.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017228.mosaic.002.2022181124944.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017228.mosaic.002.2022181124944.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017228.mosaic.002.2022181124944.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017228.mosaic.002.2022181124944.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017228.mosaic.002.2022181124944.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017228.mosaic.002.2022181124944.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017229.mosaic.002.2022181125459.sggs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017229.mosaic.002.2022181125459.sggs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017229.mosaic.002.2022181125459.sggscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40838
VNP02DNB.A2017229.mosaic.002.2022181125459.sggscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40840
VNP02DNB.A2017229.mosaic.002.2022181125459.sggscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017229.mosaic.002.2022181125459.sggscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017229.mosaic.002.2022181125459.sggscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017230.mosaic.002.2022181125052.sggs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017230.mosaic.002.2022181125052.sggs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017230.mosaic.002.2022181125052.sggscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40838
VNP02DNB.A2017230.mosaic.002.2022181125052.sggscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40840
VNP02DNB.A2017230.mosaic.002.2022181125052.sggscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017230.mosaic.002.2022181125052.sggscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017230.mosaic.002.2022181125052.sggscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017231.mosaic.002.2022181125339.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017231.mosaic.002.2022181125339.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017231.mosaic.002.2022181125339.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017231.mosaic.002.2022181125339.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017231.mosaic.002.2022181125339.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017231.mosaic.002.2022181125339.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017231.mosaic.002.2022181125339.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017232.mosaic.002.2022181125436.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017232.mosaic.002.2022181125436.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017232.mosaic.002.2022181125436.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017232.mosaic.002.2022181125436.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017232.mosaic.002.2022181125436.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017232.mosaic.002.2022181125436.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017232.mosaic.002.2022181125436.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017233.mosaic.002.2022181125609.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017233.mosaic.002.2022181125609.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017233.mosaic.002.2022181125609.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40833
VNP02DNB.A2017233.mosaic.002.2022181125609.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40835
VNP02DNB.A2017233.mosaic.002.2022181125609.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40840
VNP02DNB.A2017233.mosaic.002.2022181125609.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40837
VNP02DNB.A2017233.mosaic.002.2022181125609.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40838
VNP02DNB.A2017234.mosaic.002.2022181125421.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017234.mosaic.002.2022181125421.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017234.mosaic.002.2022181125421.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017234.mosaic.002.2022181125421.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017234.mosaic.002.2022181125421.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017234.mosaic.002.2022181125421.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017234.mosaic.002.2022181125421.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017235.mosaic.002.2022181124626.sggs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017235.mosaic.002.2022181124626.sggs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017235.mosaic.002.2022181124626.sggscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40837
VNP02DNB.A2017235.mosaic.002.2022181124626.sggscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40839
VNP02DNB.A2017235.mosaic.002.2022181124626.sggscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017235.mosaic.002.2022181124626.sggscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017235.mosaic.002.2022181124626.sggscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017236.mosaic.002.2022181124819.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017236.mosaic.002.2022181124819.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017236.mosaic.002.2022181124819.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017236.mosaic.002.2022181124819.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40843
VNP02DNB.A2017236.mosaic.002.2022181124819.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40848
VNP02DNB.A2017236.mosaic.002.2022181124819.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40845
VNP02DNB.A2017236.mosaic.002.2022181124819.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017237.mosaic.002.2022181125342.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017237.mosaic.002.2022181125342.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017237.mosaic.002.2022181125342.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017237.mosaic.002.2022181125342.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017237.mosaic.002.2022181125342.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017237.mosaic.002.2022181125342.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017237.mosaic.002.2022181125342.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017238.mosaic.002.2022181125604.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017238.mosaic.002.2022181125604.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017238.mosaic.002.2022181125604.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017238.mosaic.002.2022181125604.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017238.mosaic.002.2022181125604.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017238.mosaic.002.2022181125604.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017238.mosaic.002.2022181125604.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017240.mosaic.002.2022181125012.sggs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017240.mosaic.002.2022181125012.sggs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017240.mosaic.002.2022181125012.sggscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40837
VNP02DNB.A2017240.mosaic.002.2022181125012.sggscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40839
VNP02DNB.A2017240.mosaic.002.2022181125012.sggscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017240.mosaic.002.2022181125012.sggscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40841
VNP02DNB.A2017240.mosaic.002.2022181125012.sggscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017241.mosaic.002.2022181125130.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017241.mosaic.002.2022181125130.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017241.mosaic.002.2022181125130.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017241.mosaic.002.2022181125130.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017241.mosaic.002.2022181125130.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
VNP02DNB.A2017241.mosaic.002.2022181125130.sgmcgscs_000501803195.scan_start_time.hdf,2022-06-30 13:11,40846
VNP02DNB.A2017241.mosaic.002.2022181125130.sgmcgscs_000501803195.scan_state_flags.hdf,2022-06-30 13:11,40847
VNP02DNB.A2017242.mosaic.002.2022181124739.sgmcgs_000501803195.DNB_observations-DNB_observations.tif,2022-06-30 13:11,2115272
VNP02DNB.A2017242.mosaic.002.2022181124739.sgmcgs_000501803195.DNB_quality_flags-DNB_quality_flags.tif,2022-06-30 13:11,1060328
VNP02DNB.A2017242.mosaic.002.2022181124739.sgmcgscs_000501803195.ev_mid_time.hdf,2022-06-30 13:11,40842
VNP02DNB.A2017242.mosaic.002.2022181124739.sgmcgscs_000501803195.scan_end_time.hdf,2022-06-30 13:11,40844
VNP02DNB.A2017242.mosaic.002.2022181124739.sgmcgscs_000501803195.scan_quality_flags.hdf,2022-06-30 13:11,40849
